SurgicalService,Name,axa_name,axa_severity,protocolised_adm
General Surgery,OPEN REPAIR OF INGUINAL HERNIA USING SYNTHETIC MESH,Primary repair of inguinal hernia,Intermediate,No
Colorectal Surgery,OPEN REPAIR OF RECURRENT INCISIONAL HERNIA USING SYNTHETIC MESH,Repair of recurrent incisional hernia not requiring mesh,Major,No
Upper Gastro-intestinal Surgery,OPEN REPAIR OF RECURRENT INGUINAL HERNIA USING SYNTHETIC MESH,Primary repair of inguinal hernia,Intermediate,No
General Surgery,OPEN REPAIR OF RECURRENT UMBILICAL HERNIA USING SYNTHETIC MESH,Repair of umbilical/paraumbilical hernia (irrespective of age),Intermediate,No
General Surgery,OPEN REPAIR OF SPIGELIAN HERNIA USING SYNTHETIC MESH,Open repair of Spigelian hernia with mesh,Intermediate,No
Upper Gastro-intestinal Surgery,OPEN REPAIR OF UMBILICAL HERNIA USING BIOLOGICAL MESH,Repair of umbilical/paraumbilical hernia (irrespective of age),Intermediate,No
Colorectal Surgery,OPEN REPAIR OF UMBILICAL HERNIA USING BIOLOGICAL MESH,Repair of umbilical/paraumbilical hernia (irrespective of age),Intermediate,No
Bariatrics,OPEN REPAIR OF UMBILICAL HERNIA USING SUTURES,Repair of umbilical/paraumbilical hernia (irrespective of age),Intermediate,No
General Surgery,OPEN REPAIR OF UMBILICAL HERNIA USING SUTURES,Repair of umbilical/paraumbilical hernia (irrespective of age),Intermediate,No
Bariatrics,OPEN REPAIR OF UMBILICAL HERNIA USING SYNTHETIC MESH,Repair of umbilical/paraumbilical hernia (irrespective of age),Intermediate,No
,OPEN REPAIR OF UMBILICAL HERNIA USING SYNTHETIC MESH,Repair of umbilical/paraumbilical hernia (irrespective of age),Intermediate,No
General Surgery,OPEN REPAIR OF VENTRAL HERNIA,Open repair of incisional hernia not requiring mesh,Intermediate,No
Colorectal Surgery,OPEN REPAIR OF VENTRAL HERNIA,Open repair of incisional hernia not requiring mesh,Intermediate,No
Upper Gastro-intestinal Surgery,OPEN REPAIR OF VENTRAL HERNIA,Open repair of incisional hernia not requiring mesh,Intermediate,No
Maxillo-Facial Surgery,OPEN REPAIR OF ZYGOMATIC FRACTURE,Open reduction of fracture of zygomatic complex of bones,Major,No
Urology,OPEN RESECTION OF MALE BLADDER NECK,Resection of bladder neck (including cystoscopy),Intermediate,No
ENT,OPEN RHINOSEPTOPLASTY,Septorhinoplasty including graft/implant following trauma or excision of tumour (including attention to turbinates),Major,No
General Surgery,OPEN RIGHT HEMICOLECTOMY,Right hemicolectomy,Xmajor,No
Colorectal Surgery,OPEN RIGHT HEMICOLECTOMY,Right hemicolectomy,Xmajor,No
General Surgery,OPEN SUBTOTAL COLECTOMY,Excision of transverse colon,Xmajor,No
Thoracic Surgery,OPENING OF CHEST,Exploratory thoracotomy,Major,Yes
Urology,OPERATION FOR ANTI-INCONTINENCE,"Therapeutic injection into bladder neck for treatment of stress incontinence (periurethral bulking agents), including cystoscopy",Intermediate,No
Head and Neck,OPERATION FOR LESION OF MANDIBLE,Excision of lesion of jaw,Intermediate,No
Urology,OPERATION ON EPIDIDYMIS OR MALE GENITALIA FOR INFERTILITY,Excision of epididymal cyst,Intermediate,No
Orthopaedics,OPERATION WITH GRAFT FOR SLIPPING PATELLA,"Open surgical stabilisation of patella, including soft tissue/tendon transfer or release, +/- application of cast (adult)",Xmajor,No
Thoracic Surgery,OPERATIVE PROCEDURE ON CARTILAGE,Resection of rib and open drainage of pleural cavity,Major,Yes
Orthopaedics,OPERATIVE PROCEDURE ON ELBOW,Arthroscopy of elbow (as sole procedure),Major,No
,OPERATIVE PROCEDURE ON ELBOW,Arthroscopy of elbow (as sole procedure),Major,No
,OPERATIVE PROCEDURE ON HIP,-,Major,No
Orthopaedics,OPERATIVE PROCEDURE ON SHOULDER,Therapeutic arthroscopy of shoulder (as sole procedure),Major,No
Orthopaedics,OPERATIVE PROCEDURE ON WRIST,Therapeutic arthroscopy of wrist joint (sole procedure),Major,No
Special Needs Dental,ORAL EXAMINATION UNDER GENERAL ANAESTHESIA AND ANY DENTAL TREATEMENT REQUIRED,Surgical removal of impacted/buried tooth/teeth,Intermediate,No
Maxillo-Facial Surgery,ORAL EXAMINATION UNDER GENERAL ANAESTHESIA AND ANY DENTAL TREATEMENT REQUIRED,Surgical removal of impacted/buried tooth/teeth,Intermediate,No
Head and Neck,ORBITAL FLOOR IMPLANT OPERATION,Reconstruction of socket with either implant or graft,Complex,No
Head and Neck,ORBITAL IMPLANT INSERTION,Reconstruction of socket with either implant or graft,Complex,No
Urology,ORCHIDOPEXY,Orchidopexy,Intermediate,No
ENT,OSSICULECTOMY OF MIDDLE EAR,Ossiculoplasty,Xmajor,No
ENT,OSSICULECTOMY WITH TYMPANOPLASTY REVISION,Combined approach tympanoplasty - intact canal wall tympanoplasty,Major,No
ENT,OSSICULOPLASTY USING ARTIFICIAL PROSTHESIS,Ossiculoplasty,Xmajor,No
Paediatric ENT,OSSICULOPLASTY USING ARTIFICIAL PROSTHESIS,Ossiculoplasty,Xmajor,No
Head and Neck,OSSICULOPLASTY USING ARTIFICIAL PROSTHESIS,Ossiculoplasty,Xmajor,No
Orthopaedics,OSTEOPLASTY OF CLAVICLE,Repair of non-union of clavicle,Major,No
Orthopaedics,OSTEOTOMY,Partial excision of bone (including exostoses),Intermediate,No
Orthopaedics,OSTEOTOMY AND INTERNAL FIXATION,Partial excision of bone (including exostoses),Intermediate,No
Orthopaedics,OSTEOTOMY FOR ALTERATION OF BONE LENGTH,"Osteotomy of long bone, with/without fixation, including graft",Major,No
Orthopaedics,OSTEOTOMY FOR ANGULAR CORRECTION OF PROXIMAL PHALANX OF FIRST TOE,Partial excision of bone (including exostoses),Intermediate,No
Maxillo-Facial Surgery,OSTEOTOMY FOR CORRECTION OF BONY DEFORMITY,Partial excision of bone (including exostoses),Intermediate,No
Orthopaedics,OSTEOTOMY FOR HALLUX VALGUS,Partial excision of bone (including exostoses),Intermediate,No
Orthopaedics,OSTEOTOMY OF ACETABULAR BONE WITH FEMORAL OSTEOTOMY,Complex open reduction for congenital dislocation of hip (i.e. pelvic and femoral or Pemberton osteotomy or revision of open reduction),Complex,No
Orthopaedics,OSTEOTOMY OF BODY OF OS CALCIS,Partial excision of bone (including exostoses),Intermediate,No
Orthopaedics,OSTEOTOMY OF BODY OF OS CALCIS FOR CORRECTION CONGENITAL DEFORMITY OF FOOT,Partial excision of bone (including exostoses),Intermediate,No
Orthopaedics,OSTEOTOMY OF CALCANEUS,Partial excision of bone (including exostoses),Intermediate,No
Orthopaedics,OSTEOTOMY OF CLAVICLE,"Osteotomy of long bone, with/without fixation, including graft",Major,No
Orthopaedics,OSTEOTOMY OF CLAVICLE WITH INTERNAL FIXATION,"Osteotomy of long bone, with/without fixation, including graft",Major,No
Orthopaedics,OSTEOTOMY OF DISTAL FEMUR,"Osteotomy of long bone, with/without fixation, including graft",Major,No
Orthopaedics,OSTEOTOMY OF DISTAL TIBIA,Tibial osteotomy,Major,No
Orthopaedics,OSTEOTOMY OF FEMORAL NECK,Complex open reduction for congenital dislocation of hip (i.e. pelvic and femoral or Pemberton osteotomy or revision of open reduction),Complex,No
Orthopaedics,OSTEOTOMY OF GLENOID,"Osteotomy of long bone, with/without fixation, including graft",Major,No
Maxillo-Facial Surgery,OSTEOTOMY OF JAW,Reconstruction of jaw (non-vascularised reconstruction),Xmajor,No
Orthopaedics,OSTEOTOMY OF LESSER METATARSAL,Partial excision of bone (including exostoses),Intermediate,No
Orthopaedics,OSTEOTOMY OF LESSER METATARSAL NECK,Partial excision of bone (including exostoses),Intermediate,No
Head and Neck,OSTEOTOMY OF MANDIBLE,Extensive segmental excision of mandible,Xmajor,No
Maxillo-Facial Surgery,OSTEOTOMY OF MAXILLA,Partial maxillectomy for malignancy,Xmajor,No
Orthopaedics,OSTEOTOMY OF PROXIMAL FEMUR,"Osteotomy of long bone, with/without fixation, including graft",Major,No
Orthopaedics,OSTEOTOMY OF PROXIMAL TIBIA,Tibial osteotomy,Major,No
Orthopaedics,OSTEOTOMY OF RADIUS AND ULNA,"Osteotomy of long bone, with/without fixation, including graft",Major,No
Orthopaedics,OSTEOTOMY OF TIBIA,Tibial osteotomy,Major,No
Head and Neck,PALATE EXCISION,Excision/destruction of lesion of palate,Intermediate,No
ENT,PALATOPHARYNGOPLASTY,Removal of excess mucosa from mouth,Intermediate,No
Head and Neck,PALLIATIVE DEBULKING OF NEOPLASM FOR SYMPTOM RELIEF,-,Xmajor,Yes
ENT,PALLIATIVE DEBULKING OF NEOPLASM FOR SYMPTOM RELIEF,-,Xmajor,Yes
Urology,PANNICULECTOMY,-,Intermediate,No
Colorectal Surgery,PANPROCTOCOLECTOMY,Panproctocolectomy and ileostomy,Complex,No
Urology,PARASTOMAL HERNIORRHAPHY,Open repair of incisional hernia not requiring mesh,Intermediate,No
General Surgery,PARATHYROID ADENOMA EXCISION,Parathyroidectomy,Xmajor,No
General Surgery,PARATHYROIDECTOMY,Parathyroidectomy,Xmajor,No
Head and Neck,PARATHYROIDECTOMY,Parathyroidectomy,Xmajor,No
Gynaecology,PARAVAGINAL REPAIR,Reconstruction of vagina,Xmajor,No
General Surgery,"PARKS PANPROCTOCOLECTOMY, ANASTOMOSIS OF ILEUM TO ANUS AND CREATION OF POUCH",Panproctocolectomy and ileostomy,Complex,No
Head and Neck,PAROTID GLAND LOBECTOMY,Partial excision of parotid gland and preservation of facial nerve,Xmajor,No
Head and Neck,PAROTIDECTOMY,Total excision of parotid gland and preservation of facial nerve,Xmajor,No
,PAROTIDECTOMY,Total excision of parotid gland and preservation of facial nerve,Xmajor,No
ENT,PAROTIDECTOMY,Total excision of parotid gland and preservation of facial nerve,Xmajor,No
Urology,PARTIAL AMPUTATION OF PENIS,Partial amputation of penis,Major,No
Head and Neck,PARTIAL ANTEROVERTICAL LARYNGECTOMY,Vertical hemi-laryngectomy,Complex,Yes
Urology,PARTIAL CYSTECTOMY,Partial cystectomy (including cystoscopy),Major,No
Urology,PARTIAL CYSTECTOMY WITH EXCISION OF URACHAL REMNANT,Partial cystectomy (including cystoscopy),Major,No
Urology,PARTIAL CYSTECTOMY WITH REIMPLANTATION OF URETER INTO BLADDER,Partial cystectomy (including cystoscopy),Major,No
Breast Surgery,PARTIAL EXCISION OF BREAST USING GUIDE WIRE,Wide local excision of breast +/- local mobilisation of glandular breast tissue to fill surgical cavity,Intermediate,No
ENT,PARTIAL EXCISION OF INFERIOR TURBINATE,"Reduction turbinates of nose (trim, radical excision)",Intermediate,No
Maxillo-Facial Surgery,PARTIAL EXCISION OF INFERIOR TURBINATE,"Reduction turbinates of nose (trim, radical excision)",Intermediate,No
Head and Neck,PARTIAL GLOSSECTOMY,Partial glossectomy for malignancy,Major,No
Gynaecology,PARTIAL HYSTERECTOMY,Subtotal abdominal hysterectomy (+/- oophorectomy) +/- ureterolysis,Major,No
Head and Neck,PARTIAL MANDIBULECTOMY,Extensive segmental excision of mandible,Xmajor,No
Head and Neck,PARTIAL MAXILLECTOMY,Partial maxillectomy for malignancy,Xmajor,No
Urology,PARTIAL NEPHRECTOMY,Open partial nephrectomy,Major,No
Urology,PARTIAL ORCHIDECTOMY,Laparoscopic orchidectomy,Intermediate,No
General Surgery,PARTIAL PARATHYROIDECTOMY AND PARATHYROID TISSUE TRANSPOSITION,Parathyroidectomy,Xmajor,No
Head and Neck,PARTIAL PAROTIDECTOMY,Partial excision of parotid gland and preservation of facial nerve,Xmajor,No
ENT,PARTIAL PETROSECTOMY,Lateral petrosectomy (for tumour),Complex,No
Head and Neck,PARTIAL PETROSECTOMY,Lateral petrosectomy (for tumour),Complex,No
Paediatric ENT,PARTIAL PETROSECTOMY,Lateral petrosectomy (for tumour),Complex,No
Head and Neck,PARTIAL PHARYNGECTOMY,Partial pharyngectomy,Xmajor,Yes
ENT,PARTIAL PHARYNGECTOMY,Partial pharyngectomy,Xmajor,Yes
Urology,PARTIAL REMOVAL OF TRANSOBTURATOR TAPE,Insertion of suburethral tape sling (e.g. TOT or TVT) +/- administration of local anaesthetic by operating surgeon (including cystoscopy),Major,No
Head and Neck,PARTIAL RHINECTOMY,Total excision of nose,Major,No
Urology,PARTIAL SCROTECTOMY,Orchidectomy and excision of spermatic cord (+/- insertion of prosthesis),Intermediate,No
Orthopaedics,PARTIAL SHOULDER REPLACEMENT,"Shoulder hemiarthroplasty, as sole procedure",Xmajor,No
ENT,PARTIAL SUBMUCOUS RESECTION OF TURBINATE,"Reduction turbinates of nose (trim, radical excision)",Intermediate,No
Thoracic Surgery,PARTIAL THYMECTOMY,Complex primary total hip replacement including bone grafting or femoral osteotomy,Xmajor,Yes
Urology,PARTIAL URETHRECTOMY,Urethrectomy,Major,No
Gynaecology,PARTIAL VULVECTOMY,Simple vulvectomy,Major,No
Orthopaedics,PATELLA EXCISION,Patella resurfacing (as sole procedure),Major,No
Orthopaedics,PATELLAR STABILISATION BY TENDON TRANSFER,Transfer of tendon (not otherwise specified),Intermediate,No
Urology,PELVIC EXENTERATION,Total exenteration of pelvis,Complex,No
Gynaecology,"PELVIC EXENTERATION, FEMALE",Total exenteration of pelvis,Complex,Yes
Urology,PELVIC LYMPHADENECTOMY,Block dissection of pelvic lymph nodes (as sole procedure),Major,No
Urology,PENILE URETHROPLASTY,"Simple urethroplasty, eg primary repair, segment, anterior urethra (including cystoscopy)",Major,No
Urology,PENILE URETHROPLASTY - 1ST STAGE OF 2 STAGES,"Simple urethroplasty, eg primary repair, segment, anterior urethra (including cystoscopy)",Major,No
Urology,PENILE URETHROPLASTY - 2ND STAGE OF 2 STAGES,"Complex Urethroplasty, Eg Revision Surgery of the Anterior Urethra, Segment, Posterior Urethra, +/- Grafting (Including Cystoscopy)",Major,No
Urology,PENILE URETHROPLASTY - SINGLE STAGE,"Simple urethroplasty, eg primary repair, segment, anterior urethra (including cystoscopy)",Major,No
Urology,PENIS CLOSURE,Repair of injury to penis,Intermediate,No
Urology,PENIS EXCISION,Excision of lesion of penis,Intermediate,No
Thoracic Surgery,PERCUTANEOUS CRYOABLATION OF LUNG,"Therapeutic bronchoscopy (including laser, cryotherapy, lavage, snare, dilatation of stricture, insertion of stent)",Minor,No
Uro-Gynaecology,PERCUTANEOUS NEPHROLITHOTOMY WITHOUT DISINTEGRATION,Percutaneous nephrolithotomy (including cystoscopy and retrograde catheterisation),Complex,No
Urology,PERCUTANEOUS REMOVAL OF CALCULUS FROM RENAL PELVIS BY INCISION USING FLUOROSCOPIC GUIDANCE,Percutaneous nephrolithotomy (including cystoscopy and retrograde catheterisation),Complex,No
Urology,PERCUTANEOUS REMOVAL OF CALCULUS FROM RENAL PELVIS USING FLUOROSCOPIC GUIDANCE,Percutaneous nephrolithotomy (including cystoscopy and retrograde catheterisation),Complex,No
Urology,PERCUTANEOUS REMOVAL OF URETERIC STENT,"Endoscopic insertion/removal of prosthesis into ureter (including bilateral and cystoscopy, +/- pyelography)",Major,No
Urology,PEREYRA OPERATION FOR PARAURETHRAL SUSPENSION,"Simple urethroplasty, eg primary repair, segment, anterior urethra (including cystoscopy)",Major,No
Orthopaedics,PERIACETABULAR OSTEOTOMY OF PELVIC BONE,Simple pelvic osteotomy and fixation eg Salter or Chiari osteotomies,Major,No
,PERIACETABULAR OSTEOTOMY OF PELVIC BONE,Simple pelvic osteotomy and fixation eg Salter or Chiari osteotomies,Major,No
Orthopaedics,PERIARTICULAR OSTEOTOMY FOR STABILISATION OF JOINT,"Osteotomy of long bone, with/without fixation, including graft",Major,No
Thoracic Surgery,PERICARDIAL-PLEURAL WINDOW,Pericardiocentesis,Intermediate,Yes
Colorectal Surgery,PERINEAL INCISION AND DRAINAGE,Drainage through perineal region (including ischiorectal abscess) (including sigmoidoscopy),Minor,No
Urology,PERINEAL INCISION AND DRAINAGE,Drainage through perineal region (including ischiorectal abscess) (including sigmoidoscopy),Minor,No
Urology,PERINEAL PROSTATECTOMY,"Radical prostatectomy, reconstruction of bladder neck including bilateral pelvic lymphadenectomy (including cystoscopy)",Complex,No
Urology,PERINEAL URETHROSTOMY,"Simple urethroplasty, eg primary repair, segment, anterior urethra (including cystoscopy)",Major,No
Urology,PERINEAL URETHROSTOMY USING BUCCAL MUCOSAL GRAFT,"Complex Urethroplasty, Eg Revision Surgery of the Anterior Urethra, Segment, Posterior Urethra, +/- Grafting (Including Cystoscopy)",Major,No
Gynaecology,PERINEAL-PULL-THROUGH VAGINOPLASTY,Reconstruction of vagina,Xmajor,No
Colorectal Surgery,PERINEUM EXCISION,Excision of lesion of anus,Minor,No
Gynaecology,PERINEUM RECONSTRUCTION,Operations on female perineum,Minor,No
Orthopaedics,PERIOSTEOTOMY,Partial excision of bone (including exostoses),Intermediate,No
Head and Neck,PERMANENT TRACHEOSTOMY,Tracheostomy,Intermediate,Yes
ENT,PHARYNGEAL OPERATION FOR OBSTRUCTIVE SLEEP APNOEA AND SNORING,Removal of excess mucosa from mouth,Intermediate,No
Head and Neck,PHARYNGECTOMY,Total pharyngectomy,Complex,Yes
Colorectal Surgery,PILONIDAL SINUS OPERATION,Excision of pilonidal sinus and suture/skin graft,Intermediate,No
Orthopaedics,PLASTIC OPERATION ON MUSCLE,Major release of muscle for pain or contracture (eg Quadriceps) (involving large joint),Intermediate,No
Urology,PLASTIC OPERATION ON PENIS,Reconstruction of penis,Major,No
Breast Surgery,PLASTIC OPERATION ON THE BREAST,Reconstruction of breast using expandable prosthesis (including delayed reconstruction),Major,No
Urology,PLASTIC REPAIR BY Z PLASTY,Scar revision up to 5cm - trunk & limbs,Minor,No
Orthopaedics,PLASTIC REPAIR OF MULTIPLE TEARS OF ROTATOR CUFF OF SHOULDER,Arthroscopic rotator cuff repair greater than 2cm,Xmajor,No
Orthopaedics,PLASTIC REPAIR OF ROTATOR CUFF OF SHOULDER,Open sub acromial decompression and rotator cuff repair +/- excision of distal clavicle,Major,No
Thoracic Surgery,PLEURAL BIOPSY AND CHEMICAL PLEURODESIS AND INDWELLING PLEURAL CATHETER (IPC) INSERTION,Thoracoscopy and drainage and chemical pleurodesis,Intermediate,Yes
Thoracic Surgery,PLICATION OF DIAPHRAGM,Plication of paralysed diaphragm,Xmajor,Yes
General Surgery,PLICATION OF RECTI,Open repair of incisional hernia not requiring mesh,Intermediate,No
Gynaecology,POSTERIOR COLPORRHAPHY WITH MESH,Posterior colporrhaphy,Intermediate,No
General Surgery,POSTERIOR FIXATION OF RECTUM,Fixation of rectum for prolapse,Major,No
Gynaecology,POSTERIOR REPAIR OF VAGINA,Reconstruction of vagina,Xmajor,No
Head and Neck,PREPROSTHETIC ORAL SURGERY,-,Unknown,No
,PRIMARY CEMENTED HEMIARTHROPLASTY OF HIP,Primary total hip replacement with or without cement,Xmajor,No
Orthopaedics,PRIMARY CEMENTED HEMIARTHROPLASTY OF SHOULDER,"Shoulder hemiarthroplasty, as sole procedure",Xmajor,No
Orthopaedics,PRIMARY CEMENTED TOTAL ELBOW REPLACEMENT,Total prosthetic replacement of elbow,Xmajor,No
Orthopaedics,PRIMARY CEMENTED TOTAL HIP REPLACEMENT,Primary total hip replacement with or without cement,Xmajor,No
Orthopaedics,PRIMARY CEMENTED TOTAL KNEE REPLACEMENT,"Total prosthetic replacement of knee joint, with or without cement, +/– patella",Xmajor,No
,PRIMARY CEMENTED TOTAL KNEE REPLACEMENT,"Total prosthetic replacement of knee joint, with or without cement, +/– patella",Xmajor,No
Orthopaedics,PRIMARY CEMENTED TOTAL SHOULDER REPLACEMENT,Primary total shoulder replacement,Xmajor,No
Orthopaedics,PRIMARY CEMENTED UNICOMPARTMENTAL KNEE REPLACEMENT,Unicompartmental knee replacement,Xmajor,No
Orthopaedics,PRIMARY FIXATION OF FRAGMENT OF CHONDRAL CARTILAGE OF INTRA-ARTICULAR FRACTURE OF BONE,"Primary open reduction of intra-articular fracture of long bone with internal fixation, eg proximal humerus or proximal tibia (with or without arthroscopic assistance)",Major,No
Orthopaedics,PRIMARY FUSION OF JOINT AND INTERNAL FIXATION,-,Major,No
Orthopaedics,PRIMARY HYBRID TOTAL REPLACEMENT OF HIP JOINT,Primary total hip replacement with or without cement,Xmajor,No
Orthopaedics,PRIMARY HYBRID TOTAL SHOULDER REPLACEMENT,Primary total shoulder replacement,Xmajor,No
Orthopaedics,PRIMARY INTERNAL FIXATION(WITHOUT REDUCTION) OF PROXIMAL FEMORAL FRACTURE WITH SCREW/NAIL AND INTRAMEDULLARY DEVICE,Locked intramedullary nailing of fractured long bone,Xmajor,No
